Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,12/23/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020694137 EED:251223   IND ID:ST-K7X0P9Z9I5R3              IND NAME:MARK GUNDRUM TRN: 3570694137TC",481.70,ACH_CREDIT,762.49,,
DEBIT,12/22/2025,"Online Transfer to  CHK ...0068 transaction#: 27252457356 12/22",-350.00,ACCT_XFER,280.79,,
DEBIT,12/22/2025,"OPENAI OPENAI.COM CA                         12/21",-50.00,DEBIT_CARD,630.79,,
DEBIT,12/22/2025,"APIFY* SUBSCRIPTION PRAGUE                   12/21",-39.00,DEBIT_CARD,680.79,,
DEBIT,12/22/2025,"WWW.PERPLEXITY.AI WWW.PERPLEXIT CA           12/21",-10.00,DEBIT_CARD,719.79,,
DEBIT,12/22/2025,"LOVABLE LOVABLE.DEV DE                       12/20",-25.00,DEBIT_CARD,729.79,,
DEBIT,12/22/2025,"GUMROAD* BART SLODYCZK GUMROAD.COM NY        12/19",-1.06,DEBIT_CARD,754.79,,
DEBIT,12/19/2025,"ELECTIVE 202-804-3017 FL                     12/18",-816.67,DEBIT_CARD,755.85,,
DEBIT,12/18/2025,"LOVABLE LOVABLE.DEV DE                       12/18",-25.00,DEBIT_CARD,1572.52,,
DEBIT,12/18/2025,"Online Transfer to CHK ...0068 transaction#: 27373425283 12/18",-100.00,ACCT_XFER,1597.52,,
DEBIT,12/18/2025,"WI DFI WS2 CFI CC EPAY 608-2617222 WI        12/17",-40.00,DEBIT_CARD,1697.52,,
DEBIT,12/18/2025,"HARBOR COMPLIANCE 717-723-9317 PA            12/17",-159.00,DEBIT_CARD,1737.52,,
CREDIT,12/18/2025,"Online Transfer from SAV ...7036 transaction#: 27379299974",100.00,ACCT_XFER,1896.52,,
CREDIT,12/18/2025,"Online Transfer from CHK ...0068 transaction#: 27379314764",400.00,ACCT_XFER,1796.52,,
DEBIT,12/17/2025,"Online Transfer to CHK ...0068 transaction#: 27358191222 12/17",-300.00,ACCT_XFER,1396.52,,
DEBIT,12/16/2025,"Online Transfer to CHK ...0068 transaction#: 27351549056 12/16",-100.00,ACCT_XFER,1696.52,,
CREDIT,12/16/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017181775 EED:251216   IND ID:ST-F0A0P0Z7D3I9              IND NAME:MARK GUNDRUM TRN: 3507181775TC",474.65,ACH_CREDIT,1796.52,,
CREDIT,12/16/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0ZLPHXSD",1000.00,PARTNERFI_TO_CHASE,1321.87,,
DEBIT,12/15/2025,"Online Transfer to CHK ...0068 transaction#: 27342415824 12/15",-100.00,ACCT_XFER,321.87,,
DEBIT,12/15/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              12/15",-100.00,DEBIT_CARD,421.87,,
DEBIT,12/15/2025,"APPLE COM BILL CUPERTINO CA          496037  12/15",-9.99,DEBIT_CARD,521.87,,
DEBIT,12/15/2025,"NAME-CHEAP.COM* THMH WWW.NAMECHEAP AZ        12/15",-18.68,DEBIT_CARD,531.86,,
DEBIT,12/15/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             12/13",-55.66,DEBIT_CARD,550.54,,
DEBIT,12/12/2025,"NAME-CHEAP.COM* LHWB WWW.NAMECHEAP AZ        12/12",-18.68,DEBIT_CARD,606.20,,
DEBIT,12/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001012522998 EED:251210   IND ID:124209325                    IND NAME:MARK GUNDRUM TRN: 3442522998TC",-48.00,MISC_DEBIT,624.88,,
DEBIT,12/10/2025,"TRAVELINGMAILBOX.COM TRAVELINGMAIL NC        12/09",-19.95,DEBIT_CARD,672.88,,
DEBIT,12/10/2025,"ANYTIME MAILBOX ANYTIMEMAILBO NV             12/09",-19.99,DEBIT_CARD,692.83,,
DEBIT,12/10/2025,"10WEB.IO 10WEB.IO DE                         12/09",-136.00,DEBIT_CARD,712.82,,
DEBIT,12/09/2025,"Online Transfer to CHK ...0068 transaction#: 27268481865 12/09",-100.00,ACCT_XFER,848.82,,
DEBIT,12/09/2025,"Payment to Chase card ending in 0678 12/09",-60.00,LOAN_PMT,948.82,,
DEBIT,12/09/2025,"GOOGLE *Google One 855-836-3987 CA           12/09",-19.99,DEBIT_CARD,1008.82,,
DEBIT,12/09/2025,"OPENAI *CHATGPT SUBSCR OPENAI.COM CA         12/09",-20.00,DEBIT_CARD,1028.81,,
CREDIT,12/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014571766 EED:251209   IND ID:ST-E4X7S9J7K8C2              IND NAME:MARK GUNDRUM TRN: 3434571766TC",662.15,ACH_CREDIT,1048.81,,
DEBIT,12/08/2025,"Online Transfer to  CHK ...0068 transaction#: 27073528442 12/08",-350.00,ACCT_XFER,386.66,,
DEBIT,12/08/2025,"FLOWITH.IO FLOWITH.IO CO                     12/07",-19.90,DEBIT_CARD,736.66,,
DEBIT,12/08/2025,"Online Transfer to CHK ...0068 transaction#: 27240608044 12/08",-200.00,ACCT_XFER,756.56,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/06",-36.74,DEBIT_CARD,956.56,,
DEBIT,12/08/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        12/06",-297.00,DEBIT_CARD,993.30,,
DEBIT,12/08/2025,"GOOGLE *ADS351966950 cc@google.com CA        12/06",12.14,DEBIT_CARD,1290.30,,
DEBIT,12/04/2025,"GOOGLE *ADS914840996 cc@google.com CA        12/04",-144.12,DEBIT_CARD,1278.16,,
DEBIT,12/03/2025,"Online Transfer to CHK ...0068 transaction#: 27190786713 12/03",-300.00,ACCT_XFER,1422.28,,
DEBIT,12/03/2025,"ORIG CO NAME:AFFIRM.COM PAYME       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:AFFIRM.COMSEC:WEB    TRACE#:091000015194109 EED:251203   IND ID:ST-S0D2Y9C4M5A3              IND NAME:MARK GUNDRUM TRN: 3375194109TC",-179.65,ACH_DEBIT,1722.28,,
CREDIT,12/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020147358 EED:251203   IND ID:ST-G6M3R4Y6E3O2              IND NAME:MARK GUNDRUM TRN: 3370147358TC",96.10,ACH_CREDIT,1901.93,,
DEBIT,12/02/2025,"ORIG CO NAME:CHASE CREDIT CRD       ORIG ID:4760039224 DESC DATE:251201 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD    TRACE#:021000026122308 EED:251202   IND ID:                             IND NAME:GUNDRUM MARK D TRN: 3366122308TC",-118.00,ACH_DEBIT,1805.83,,
DEBIT,12/02/2025,"GOOGLE *ADS801622434 cc@google.com CA        12/01",-85.97,DEBIT_CARD,1923.83,,
DEBIT,12/02/2025,"GOOGLE *ADS270066549 cc@google.com CA        12/01",-142.30,DEBIT_CARD,2009.80,,
CREDIT,12/02/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013274254 EED:251202   IND ID:ST-C3Y5L3F9C7J4              IND NAME:MARK GUNDRUM TRN: 3363274254TC",466.90,ACH_CREDIT,2152.10,,
CREDIT,12/02/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0ZK6PV4J",1000.00,PARTNERFI_TO_CHASE,1685.20,,
DEBIT,12/01/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251201 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000021993974 EED:251201   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              84231724 TRN: 3351993974TC",-50.09,MISC_DEBIT,685.20,,
DEBIT,12/01/2025,"GOOGLE *Workspace_co cc@google.com CA        12/01",-23.76,DEBIT_CARD,735.29,,
DEBIT,12/01/2025,"APPLE COM BILL CUPERTINO CA          177721  12/01",-12.59,DEBIT_CARD,759.05,,
DEBIT,12/01/2025,"SAFETYWING SAFETYWING.CO CA                  11/30",-66.28,DEBIT_CARD,771.64,,
DEBIT,12/01/2025,"MYFICO.COM WWW.MYFICO.CO MT                  11/30",-29.95,DEBIT_CARD,837.92,,
DEBIT,12/01/2025,"Online Transfer to CHK ...0068 transaction#: 27135251474 12/01",-200.00,ACCT_XFER,867.87,,
DEBIT,11/28/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1067.87,,
DEBIT,11/28/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/28",-10.00,DEBIT_CARD,1082.87,,
DEBIT,11/28/2025,"TradingViewV*Product Westerville OH          11/28",-16.95,DEBIT_CARD,1092.87,,
DEBIT,11/28/2025,"Online Transfer to CHK ...0068 transaction#: 27111988534 11/28",-100.00,ACCT_XFER,1109.82,,
DEBIT,11/26/2025,"Online Transfer to CHK ...0068 transaction#: 27105667932 11/26",-100.00,ACCT_XFER,1209.82,,
DEBIT,11/26/2025,"NAME-CHEAP.COM* TDKG WWW.NAMECHEAP AZ        11/25",-18.68,DEBIT_CARD,1309.82,,
DEBIT,11/25/2025,"Online Transfer to CHK ...0068 transaction#: 27088297371 11/25",-200.00,ACCT_XFER,1328.50,,
DEBIT,11/25/2025,"Online Transfer to CHK ...0068 transaction#: 27088179380 11/25",-200.00,ACCT_XFER,1528.50,,
CREDIT,11/25/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011932012 EED:251125   IND ID:ST-N2X9U1L3J3E8              IND NAME:MARK GUNDRUM TRN: 3291932012TC",478.20,ACH_CREDIT,1728.50,,
DEBIT,11/24/2025,"NAME-CHEAP.COM* 9UUX WWW.NAMECHEAP AZ        11/24",-18.68,DEBIT_CARD,1250.30,,
DEBIT,11/24/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251124 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023988234 EED:251124   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              83788246 TRN: 3283988234TC",-20.03,MISC_DEBIT,1268.98,,
DEBIT,11/24/2025,"Online Transfer to  CHK ...0068 transaction#: 26909369706 11/24",-350.00,ACCT_XFER,1289.01,,
DEBIT,11/21/2025,"Online Transfer to CHK ...0068 transaction#: 27048972994 11/21",-80.00,ACCT_XFER,1639.01,,
DEBIT,11/21/2025,"Online Transfer to CHK ...0068 transaction#: 27041716705 11/21",-200.00,ACCT_XFER,1719.01,,
DEBIT,11/21/2025,"Online Transfer to CHK ...0068 transaction#: 27041714131 11/21",-300.00,ACCT_XFER,1919.01,,
DEBIT,11/21/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:112125 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994038148093 EED:251121   IND ID:2562416                      IND NAME:Mark Gundrum TRN: 3258148093TC",-90.00,MISC_DEBIT,2219.01,,
CREDIT,11/21/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0ZHYBLP9",1000.00,PARTNERFI_TO_CHASE,2309.01,,
DEBIT,11/20/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251120 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022310403 EED:251120   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              83627970 TRN: 3242310403TC",-60.10,MISC_DEBIT,1309.01,,
DEBIT,11/20/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/20",-100.00,DEBIT_CARD,1369.11,,
CREDIT,11/20/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024672352 EED:251120   IND ID:ST-Q9W7M5Q8Y6G2              IND NAME:MARK GUNDRUM TRN: 3244672352TC",180.45,ACH_CREDIT,1469.11,,
CREDIT,11/19/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014850811 EED:251119   IND ID:ST-G1C0N5V0O8M0              IND NAME:MARK GUNDRUM TRN: 3234850811TC",479.20,ACH_CREDIT,1288.66,,
DEBIT,11/17/2025,"Online Transfer to CHK ...0068 transaction#: 26994750981 11/17",-70.00,ACCT_XFER,809.46,,
DEBIT,11/17/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251117 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023603357 EED:251117   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              83324423 TRN: 3213603357TC",-200.34,MISC_DEBIT,879.46,,
DEBIT,11/17/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251117 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023603353 EED:251117   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              83324086 TRN: 3213603353TC",-350.60,MISC_DEBIT,1079.80,,
DEBIT,11/17/2025,"APPLE.COM/BILL 866-712-7753 CA               11/15",-9.99,DEBIT_CARD,1430.40,,
CREDIT,11/17/2025,"Online Transfer from SAV ...7036 transaction#: 26980651568",100.00,ACCT_XFER,1440.39,,
CREDIT,11/17/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022963339 EED:251117   IND ID:ST-M0L3S7X4Z6G0              IND NAME:MARK GUNDRUM TRN: 3212963339TC",180.45,ACH_CREDIT,1340.39,,
CREDIT,11/17/2025,"Online Transfer from CHK ...0068 transaction#: 26980823944",200.00,ACCT_XFER,1159.94,,
DEBIT,11/14/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251114 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023590841 EED:251114   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              83245547 TRN: 3183590841TC",-50.09,MISC_DEBIT,959.94,,
DEBIT,11/14/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251114 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023590839 EED:251114   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              83245509 TRN: 3183590839TC",-88.15,MISC_DEBIT,1010.03,,
DEBIT,11/14/2025,"Online Transfer to CHK ...0068 transaction#: 26959685520 11/14",-300.00,ACCT_XFER,1098.18,,
DEBIT,11/14/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             11/13",-73.79,DEBIT_CARD,1398.18,,
DEBIT,11/14/2025,"GOOGLE *ADS801622434 cc@google.com CA        11/13",-200.00,DEBIT_CARD,1471.97,,
CREDIT,11/14/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024717315 EED:251114   IND ID:ST-Y8Q5J3Y1C1W8              IND NAME:MARK GUNDRUM TRN: 3184717315TC",180.45,ACH_CREDIT,1671.97,,
CREDIT,11/12/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025115619 EED:251112   IND ID:ST-T7D2Z6A5K2Y7              IND NAME:MARK GUNDRUM TRN: 3165115619TC",479.20,ACH_CREDIT,1491.52,,
DEBIT,11/10/2025,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/08MERCADOPA",-1.02,FEE_TRANSACTION,1012.32,,
DEBIT,11/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001017588555 EED:251110   IND ID:122788746                    IND NAME:MARK GUNDRUM TRN: 3147588555TC",-48.00,MISC_DEBIT,1013.34,,
DEBIT,11/10/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251110 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026186932 EED:251110   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82888590 TRN: 3146186932TC",-50.09,MISC_DEBIT,1061.34,,
DEBIT,11/10/2025,"Online Transfer to  CHK ...0068 transaction#: 26732636129 11/10",-350.00,ACCT_XFER,1111.43,,
DEBIT,11/10/2025,"Online Transfer to CHK ...0068 transaction#: 26900152174 11/10",-450.00,ACCT_XFER,1461.43,,
DEBIT,11/10/2025,"MERCADOPAGO BOGOTA D.C.                      11/08 CO Peso    130710.00 X 0.000262642 (EXCHG RTE)",-34.33,DEBIT_CARD,1911.43,,
DEBIT,11/10/2025,"FLOWITH.IO FLOWITH.IO CO                     11/07",-19.90,DEBIT_CARD,1945.76,,
DEBIT,11/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251107 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023454264 EED:251107   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82826933 TRN: 3113454264TC",-20.03,MISC_DEBIT,1965.66,,
DEBIT,11/07/2025,"Online Transfer to CHK ...0068 transaction#: 26880603650 11/07",-100.00,ACCT_XFER,1985.69,,
DEBIT,11/07/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/07",-100.00,DEBIT_CARD,2085.69,,
DEBIT,11/07/2025,"APPLE.COM/BILL 866-712-7753 CA               11/06",-36.74,DEBIT_CARD,2185.69,,
CREDIT,11/07/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028569564 EED:251107   IND ID:ST-S6J4U4E2V4I1              IND NAME:MARK GUNDRUM TRN: 3118569564TC",479.20,ACH_CREDIT,2222.43,,
CREDIT,11/07/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0ZGL3MB7",1000.00,PARTNERFI_TO_CHASE,1743.23,,
DEBIT,11/06/2025,"Online Transfer to CHK ...0068 transaction#: 26868711126 11/06",-100.00,ACCT_XFER,743.23,,
DEBIT,11/06/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251106 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026981008 EED:251106   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82758270 TRN: 3106981008TC",-50.09,MISC_DEBIT,843.23,,
DEBIT,11/06/2025,"Online Transfer to CHK ...0068 transaction#: 26865484895 11/06",-100.00,ACCT_XFER,893.32,,
DEBIT,11/06/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        11/06",-297.00,DEBIT_CARD,993.32,,
DEBIT,11/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251105 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024756140 EED:251105   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82707423 TRN: 3094756140TC",-30.05,MISC_DEBIT,1290.32,,
DEBIT,11/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251105 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022833081 EED:251105   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82685154 TRN: 3092833081TC",-50.09,MISC_DEBIT,1320.37,,
CREDIT,11/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000021880520 EED:251105   IND ID:ST-I0K6S3J3N2Z2              IND NAME:MARK GUNDRUM TRN: 3091880520TC",278.56,ACH_CREDIT,1370.46,,
DEBIT,11/04/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251104 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029979280 EED:251104   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82610123 TRN: 3089979280TC",-20.03,MISC_DEBIT,1091.90,,
CREDIT,11/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023047105 EED:251104   IND ID:ST-B5A8R3Y5R9X7              IND NAME:MARK GUNDRUM TRN: 3083047105TC",335.09,ACH_CREDIT,1111.93,,
DEBIT,11/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251103 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020516553 EED:251103   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              82556739 TRN: 3070516553TC",-50.09,MISC_DEBIT,776.84,,
DEBIT,11/03/2025,"ORIG CO NAME:AFFIRM.COM PAYME       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:AFFIRM.COMSEC:WEB    TRACE#:091000013302534 EED:251103   IND ID:ST-W8L3R2N1W1F7              IND NAME:MARK GUNDRUM TRN: 3073302534TC",-179.65,ACH_DEBIT,826.93,,
DEBIT,11/03/2025,"ORIG CO NAME:CHASE CREDIT CRD       ORIG ID:4760039224 DESC DATE:251031 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD    TRACE#:021000025115351 EED:251103   IND ID:                             IND NAME:GUNDRUM MARK D TRN: 3075115351TC",-102.00,ACH_DEBIT,1006.58,,
DEBIT,11/03/2025,"SAFETYWING SAFETYWING.CO CA                  11/02",-66.28,DEBIT_CARD,1108.58,,
DEBIT,11/03/2025,"GOOGLE *ADS270066549 cc@google.com CA        11/01",-110.83,DEBIT_CARD,1174.86,,
DEBIT,11/03/2025,"GOOGLE *ADS801622434 cc@google.com CA        11/01",-88.89,DEBIT_CARD,1285.69,,
DEBIT,11/03/2025,"UNBOUNCE* TRIAL BUILD UNBOUNCE.COM CO        11/01",-99.00,DEBIT_CARD,1374.58,,
DEBIT,10/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1473.58,,
DEBIT,10/31/2025,"Online Transfer to CHK ...0068 transaction#: 26789657942 10/31",-100.00,ACCT_XFER,1488.58,,
DEBIT,10/31/2025,"Online Transfer to CHK ...0068 transaction#: 26789639804 10/31",-100.00,ACCT_XFER,1588.58,,
DEBIT,10/31/2025,"Online Transfer to CHK ...0068 transaction#: 26784180634 10/31",-200.00,ACCT_XFER,1688.58,,
DEBIT,10/31/2025,"APPLE COM BILL CUPERTINO CA          965464  10/31",-12.59,DEBIT_CARD,1888.58,,
CREDIT,10/31/2025,"Online Transfer from SAV ...7036 transaction#: 26789647995",150.00,ACCT_XFER,1901.17,,
CREDIT,10/31/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024630321 EED:251031   IND ID:ST-Y4C6J5V0L1S3              IND NAME:MARK GUNDRUM TRN: 3044630321TC",480.70,ACH_CREDIT,1751.17,,
DEBIT,10/30/2025,"Online Transfer to CHK ...0068 transaction#: 26768744687 10/30",-200.00,ACCT_XFER,1270.47,,
DEBIT,10/30/2025,"GOOGLE *ADS801622434 cc@google.com CA        10/30",-50.00,DEBIT_CARD,1470.47,,
CREDIT,10/30/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022600520 EED:251030   IND ID:ST-J6Q0S4I8N3L2              IND NAME:MARK GUNDRUM TRN: 3032600520TC",180.45,ACH_CREDIT,1520.47,,
DEBIT,10/29/2025,"Online Transfer to CHK ...0068 transaction#: 26759294255 10/29",-200.00,ACCT_XFER,1340.02,,
DEBIT,10/29/2025,"HIGGSFIELD INC. WWW.HIGGSFIEL CA             10/29",-208.80,DEBIT_CARD,1540.02,,
DEBIT,10/29/2025,"TradingViewV*Product Westerville OH          10/28",-16.95,DEBIT_CARD,1748.82,,
DEBIT,10/29/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/28",-10.00,DEBIT_CARD,1765.77,,
DEBIT,10/28/2025,"GOOGLE *ADS801622434 cc@google.com CA        10/27",-10.00,DEBIT_CARD,1775.77,,
CREDIT,10/28/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027266169 EED:251028   IND ID:ST-Q0C2I3R8J9T3              IND NAME:MARK GUNDRUM TRN: 3017266169TC",577.80,ACH_CREDIT,1785.77,,
DEBIT,10/27/2025,"Online Transfer to  CHK ...0068 transaction#: 26536154859 10/27",-350.00,ACCT_XFER,1207.97,,
DEBIT,10/27/2025,"Online Transfer to CHK ...0068 transaction#: 26725031932 10/27",-100.00,ACCT_XFER,1557.97,,
DEBIT,10/27/2025,"Online Transfer to CHK ...0068 transaction#: 26725014498 10/27",-100.00,ACCT_XFER,1657.97,,
DEBIT,10/27/2025,"Online Transfer to CHK ...0068 transaction#: 26721360265 10/27",-550.00,ACCT_XFER,1757.97,,
DEBIT,10/23/2025,"Online Transfer to CHK ...0068 transaction#: 26688830906 10/23",-300.00,ACCT_XFER,2307.97,,
